Date,Open,High,Low,Close,Adj Close,Volume
2018-08-28,9405.830078125,9405.830078125,9405.830078125,9405.830078125,9405.830078125,0
2018-08-29,9510.3603515625,9510.3603515625,9510.3603515625,9510.3603515625,9510.3603515625,0
2018-08-30,9500.66015625,9500.66015625,9500.66015625,9500.66015625,9500.66015625,0
2018-08-31,9556.7900390625,9556.7900390625,9556.7900390625,9556.7900390625,9556.7900390625,0
2018-09-04,9322.5302734375,9322.5302734375,9322.5302734375,9322.5302734375,9322.5302734375,0
2018-09-05,9235.4404296875,9235.4404296875,9235.4404296875,9235.4404296875,9235.4404296875,0
2018-09-06,9221.9404296875,9221.9404296875,9221.9404296875,9221.9404296875,9221.9404296875,0
2018-09-07,9429.1904296875,9429.1904296875,9429.1904296875,9429.1904296875,9429.1904296875,0
2018-09-10,9407.9404296875,9407.9404296875,9407.9404296875,9407.9404296875,9407.9404296875,0
2018-09-11,9156.240234375,9156.240234375,9156.240234375,9156.240234375,9156.240234375,0
2018-09-12,9163.9697265625,9163.9697265625,9163.9697265625,9163.9697265625,9163.9697265625,0
2018-09-13,9140.759765625,9140.759765625,9140.759765625,9140.759765625,9140.759765625,0
2018-09-14,9009.0703125,9009.0703125,9009.0703125,9009.0703125,9009.0703125,0
2018-09-17,9231.7900390625,9231.7900390625,9231.7900390625,9231.7900390625,9231.7900390625,0
2018-09-18,9090.3896484375,9090.3896484375,9090.3896484375,9090.3896484375,9090.3896484375,0
2018-09-19,9088.419921875,9088.419921875,9088.419921875,9088.419921875,9088.419921875,0
2018-09-20,9028.490234375,9028.490234375,9028.490234375,9028.490234375,9028.490234375,0
2018-09-21,9096.2998046875,9096.2998046875,9096.2998046875,9096.2998046875,9096.2998046875,0
2018-09-24,8875.5498046875,8875.5498046875,8875.5498046875,8875.5498046875,8875.5498046875,0
2018-09-25,8827.150390625,8827.150390625,8827.150390625,8827.150390625,8827.150390625,0
2018-09-26,8900.73046875,8900.73046875,8900.73046875,8900.73046875,8900.73046875,0
2018-09-27,8881.3203125,8881.3203125,8881.3203125,8881.3203125,8881.3203125,0
2018-09-28,8765.099609375,8765.099609375,8765.099609375,8765.099609375,8765.099609375,0
2018-10-01,8604.4296875,8604.4296875,8604.4296875,8604.4296875,8604.4296875,0
2018-10-02,8474.7001953125,8474.7001953125,8474.7001953125,8474.7001953125,8474.7001953125,0
2018-10-03,8279.1396484375,8279.1396484375,8279.1396484375,8279.1396484375,8279.1396484375,0
2018-10-04,8490.1796875,8490.1796875,8490.1796875,8490.1796875,8490.1796875,0
2018-10-05,8619.900390625,8619.900390625,8619.900390625,8619.900390625,8619.900390625,0
2018-10-08,8651.0,8651.0,8651.0,8651.0,8651.0,0
2018-10-09,8620.0498046875,8620.0498046875,8620.0498046875,8620.0498046875,8620.0498046875,0
2018-10-10,8571.650390625,8571.650390625,8571.650390625,8571.650390625,8571.650390625,0
2018-10-11,8463.169921875,8463.169921875,8463.169921875,8463.169921875,8463.169921875,0
2018-10-12,8492.150390625,8492.150390625,8492.150390625,8492.150390625,8492.150390625,0
2018-10-15,8656.76953125,8656.76953125,8656.76953125,8656.76953125,8656.76953125,0
2018-10-16,8558.0,8558.0,8558.0,8558.0,8558.0,0
2018-10-17,8461.2001953125,8461.2001953125,8461.2001953125,8461.2001953125,8461.2001953125,0
2018-10-18,8395.349609375,8395.349609375,8395.349609375,8395.349609375,8395.349609375,0
2018-10-19,8252.1201171875,8252.1201171875,8252.1201171875,8252.1201171875,8252.1201171875,0
2018-10-22,8186.27978515625,8186.27978515625,8186.27978515625,8186.27978515625,8186.27978515625,0
2018-10-23,8350.8896484375,8350.8896484375,8350.8896484375,8350.8896484375,8350.8896484375,0
2018-10-24,8350.8896484375,8350.8896484375,8350.8896484375,8350.8896484375,8350.8896484375,0
2018-10-25,8285.0498046875,8285.0498046875,8285.0498046875,8285.0498046875,8285.0498046875,0
2018-10-26,8287.01953125,8287.01953125,8287.01953125,8287.01953125,8287.01953125,0
2018-10-29,8309.25,8309.25,8309.25,8309.25,8309.25,0
2018-10-30,8226.9404296875,8226.9404296875,8226.9404296875,8226.9404296875,8226.9404296875,0
2018-10-31,8263.66015625,8263.66015625,8263.66015625,8263.66015625,8263.66015625,0
2018-11-01,7915.009765625,7915.009765625,7915.009765625,7915.009765625,7915.009765625,0
2018-11-02,8226.7900390625,8226.7900390625,8226.7900390625,8226.7900390625,8226.7900390625,0
2018-11-05,8309.099609375,8309.099609375,8309.099609375,8309.099609375,8309.099609375,0
2018-11-06,8358.490234375,8358.490234375,8358.490234375,8358.490234375,8358.490234375,0
2018-11-07,8343.009765625,8343.009765625,8343.009765625,8343.009765625,8343.009765625,0
2018-11-08,8393.3798828125,8393.3798828125,8393.3798828125,8393.3798828125,8393.3798828125,0
2018-11-09,8410.830078125,8410.830078125,8410.830078125,8410.830078125,8410.830078125,0
2018-11-12,8384.66015625,8384.66015625,8384.66015625,8384.66015625,8384.66015625,0
2018-11-13,8392.400390625,8392.400390625,8392.400390625,8392.400390625,8392.400390625,0
2018-11-14,8408.8603515625,8408.8603515625,8408.8603515625,8408.8603515625,8408.8603515625,0
2018-11-15,8389.4404296875,8389.4404296875,8389.4404296875,8389.4404296875,8389.4404296875,0
2018-11-16,8438.8203125,8438.8203125,8438.8203125,8438.8203125,8438.8203125,0
2018-11-19,8208.3603515625,8208.3603515625,8208.3603515625,8208.3603515625,8208.3603515625,0
2018-11-20,8057.39990234375,8057.39990234375,8057.39990234375,8057.39990234375,8057.39990234375,0
2018-11-21,8304.3203125,8304.3203125,8304.3203125,8304.3203125,8304.3203125,0
2018-11-23,8177.41015625,8177.41015625,8177.41015625,8177.41015625,8177.41015625,0
2018-11-26,8128.02978515625,8128.02978515625,8128.02978515625,8128.02978515625,8128.02978515625,0
2018-11-27,7990.56982421875,7990.56982421875,7990.56982421875,7990.56982421875,7990.56982421875,0
2018-11-28,8221.0302734375,8221.0302734375,8221.0302734375,8221.0302734375,8221.0302734375,0
2018-11-29,8056.41015625,8056.41015625,8056.41015625,8056.41015625,8056.41015625,0
2018-11-30,8137.72998046875,8137.72998046875,8137.72998046875,8137.72998046875,8137.72998046875,0
2018-12-03,8310.08984375,8310.08984375,8310.08984375,8310.08984375,8310.08984375,0
2018-12-04,8412.650390625,8412.650390625,8412.650390625,8412.650390625,8412.650390625,0
2018-12-06,8519.16015625,8519.16015625,8519.16015625,8519.16015625,8519.16015625,0
2018-12-07,8503.6904296875,8503.6904296875,8503.6904296875,8503.6904296875,8503.6904296875,0
2018-12-10,8306.150390625,8306.150390625,8306.150390625,8306.150390625,8306.150390625,0
2018-12-11,8322.6103515625,8322.6103515625,8322.6103515625,8322.6103515625,8322.6103515625,0
